Compound,Elements,Element_numbers,H_f,E_total,#_atoms
Al,['Al'],[2],0.0,-15.48737206,2
Al2CS,"['Al', 'C', 'S']","[2, 1, 1]",-0.6803779067,-37.92005794,4
Al2O3,"['Al', 'O']","[4, 6]",-3.422308788,-102.13265488,10
Al2P3H3O9,"['Al', 'P', 'H', 'O']","[4, 6, 6, 18]",-2.3169310944,-303.72671105,34
Al2S3,"['Al', 'S']","[12, 18]",-1.2553456829,-303.71588612,30
Al2S3O12,"['Al', 'S', 'O']","[4, 6, 24]",-2.1307655348,-308.87026806,34
Al2Se3,"['Al', 'Se']","[4, 6]",-0.9857607850000001,-161.22791099,10
Al2Te3,"['Al', 'Te']","[16, 24]",-0.6087289502000001,-1037.76995801,40
Al2Te5,"['Al', 'Te']","[2, 5]",-0.4972537643,-204.28517635,7
Al3Te3I,"['Al', 'Te', 'I']","[12, 12, 4]",-0.6063645679,-701.3562179,28
Al4C3,"['Al', 'C']","[4, 3]",-0.23186003,-62.87607321,7
Al4CO4,"['Al', 'C', 'O']","[8, 2, 8]",-2.5918435061,-178.03464111,18
AlBr3,"['Al', 'Br']","[4, 12]",-1.3771459294000001,-282.82621687,16
AlCl3,"['Al', 'Cl']","[2, 6]",-1.79088677,-77.02628316,8
AlClO,"['Al', 'Cl', 'O']","[2, 2, 2]",-2.6962344033,-59.71365842,6
AlF3,"['Al', 'F']","[10, 30]",-3.8655386697000003,-336.58738479,40
AlH3,"['Al', 'H']","[4, 12]",-0.0730776819,-73.58904291,16
AlH4NF4,"['Al', 'H', 'N', 'F']","[4, 16, 4, 16]",-2.158731446,-265.46746544,40
AlHO2,"['Al', 'H', 'O']","[4, 4, 8]",-2.5877925975,-135.44083756,16
AlI3,"['Al', 'I']","[4, 12]",-0.7277264494,-482.69685319,16
AlI3O9,"['Al', 'I', 'O']","[2, 6, 18]",-0.9892807919000001,-372.05221659,26
AlN,"['Al', 'N']","[2, 2]",-1.7088104025000002,-40.88998861,4
AlP,"['Al', 'P']","[1, 1]",-0.7392257750000001,-19.63039369,2
AlP3O9,"['Al', 'P', 'O']","[4, 12, 36]",-2.6418272125,-514.85732273,52
AlPI8,"['Al', 'P', 'I']","[4, 4, 32]",-0.36067159520000003,-1260.57711237,40
AlPO4,"['Al', 'P', 'O']","[2, 2, 8]",-2.9422581066999998,-120.85733756,12
AlPS4,"['Al', 'P', 'S']","[2, 2, 8]",-0.6949682563,-121.59066586,12
AlSCl7,"['Al', 'S', 'Cl']","[2, 2, 14]",-0.9981717852,-162.85212376,18
AlSe2Cl4,"['Al', 'Se', 'Cl']","[8, 16, 32]",-1.1432529891,-698.82265043,56
AlSeBr7,"['Al', 'Se', 'Br']","[2, 2, 14]",-0.8253181478,-338.59489004,18
AlTe2Cl4,"['Al', 'Te', 'Cl']","[8, 16, 32]",-1.2303408191,-975.65929387,56
AlTeCl7,"['Al', 'Te', 'Cl']","[4, 4, 28]",-1.2414721660999999,-444.24307998,36
AlTeI7,"['Al', 'Te', 'I']","[2, 2, 14]",-0.4372511472,-610.90955565,18
Ba,['Ba'],[2],0.0,-79.07820785,2
Ba2Br2O,"['Ba', 'Br', 'O']","[4, 4, 2]",-2.776139858,-274.83508158,10
Ba2BrN,"['Ba', 'Br', 'N']","[2, 1, 1]",-1.47762524,-113.42379796,4
Ba2H3Br,"['Ba', 'H', 'Br']","[2, 3, 1]",-1.168726645,-115.60323337,6
Ba2H3Cl,"['Ba', 'H', 'Cl']","[2, 3, 1]",-1.2255669783,-104.66148337,6
Ba2H3I,"['Ba', 'H', 'I']","[2, 3, 1]",-1.0268531817,-132.27377159,6
Ba2HN,"['Ba', 'H', 'N']","[2, 1, 1]",-0.65166659,-94.42228986,4
Ba2I2O,"['Ba', 'I', 'O']","[4, 4, 2]",-2.446489905,-341.62569805,10
Ba2N,"['Ba', 'N']","[2, 1]",-0.57602526,-90.08994928,3
Ba2NCl,"['Ba', 'N', 'Cl']","[2, 1, 1]",-1.5768115725,-102.53775129,4
Ba3N,"['Ba', 'N']","[6, 2]",-0.4317632263,-259.25605281,8
Ba4Br6O,"['Ba', 'Br', 'O']","[8, 12, 2]",-2.7351244577,-618.61420907,22
Ba4Cl6O,"['Ba', 'Cl', 'O']","[8, 12, 2]",-2.9555009141,-488.06898711,22
Ba4I6O,"['Ba', 'I', 'O']","[8, 12, 2]",-2.2480306055,-818.15949232,22
BaBr2,"['Ba', 'Br']","[4, 8]",-2.6353077383,-342.99148086,12
BaBr2O6,"['Ba', 'Br', 'O']","[2, 4, 12]",-0.8592719944,-245.0203239,18
BaBrF,"['Ba', 'Br', 'F']","[2, 2, 2]",-3.4665927667,-145.1491928,6
BaCl2,"['Ba', 'Cl']","[1, 2]",-2.91864901,-64.03231003,3
BaCl2O6,"['Ba', 'Cl', 'O']","[2, 4, 12]",-0.9385803561,-201.31670641,18
BaClF,"['Ba', 'Cl', 'F']","[2, 2, 2]",-3.6042490633,-123.40954658,6
BaCN2,"['Ba', 'C', 'N']","[4, 4, 8]",-0.9329165562,-287.7234569,16
BaCO3,"['Ba', 'C', 'O']","[4, 4, 12]",-2.4742100855,-321.88113971,20
BaF2,"['Ba', 'F']","[1, 2]",-4.1387717033,-58.92400431,3
BaH2,"['Ba', 'H']","[4, 8]",-0.6190486592000001,-193.21498391,12
BaH2O2,"['Ba', 'H', 'O']","[8, 16, 16]",-1.9602902442999999,-548.47712177,40
BaH2S2O8,"['Ba', 'H', 'S', 'O']","[4, 8, 8, 32]",-1.8509250233999999,-555.96708772,52
BaH4I2O2,"['Ba', 'H', 'I', 'O']","[2, 8, 4, 4]",-1.4252069122,-303.67791242,18
BaH4O3,"['Ba', 'H', 'O']","[2, 8, 6]",-1.6458200756,-169.97608821,16
BaH5BrO3,"['Ba', 'H', 'Br', 'O']","[2, 10, 2, 6]",-1.575633507,-220.36598414,20
BaH5ClO3,"['Ba', 'H', 'Cl', 'O']","[2, 10, 2, 6]",-1.6136925675,-198.56158135,20
BaH6Cl2O11,"['Ba', 'H', 'Cl', 'O']","[2, 12, 4, 22]",-0.9162072025,-324.0734931,40
BaH6F8,"['Ba', 'H', 'F']","[4, 24, 32]",-2.1947273187,-484.22746632,60
BaH8O5,"['Ba', 'H', 'O']","[4, 32, 20]",-1.4187055634,-471.23980155,56
BaHBr,"['Ba', 'H', 'Br']","[2, 2, 2]",-1.7070810217,-134.53103313,6
BaHBrO,"['Ba', 'H', 'Br', 'O']","[4, 4, 4, 4]",-2.2560686213,-309.29736994,16
BaHCl,"['Ba', 'H', 'Cl']","[2, 2, 2]",-1.8355069717,-112.73600483,6
BaHClO,"['Ba', 'H', 'Cl', 'O']","[4, 4, 4, 4]",-2.3417302406,-265.53678785,16
BaHI,"['Ba', 'H', 'I']","[2, 2, 2]",-1.4091262717,-167.78686263,6
BaHIO,"['Ba', 'H', 'I', 'O']","[4, 4, 4, 4]",-2.0574418025,-376.20645684,16
BaI2,"['Ba', 'I']","[4, 8]",-2.0335494075,-475.94461289,12
BaI2O6,"['Ba', 'I', 'O']","[2, 4, 12]",-1.2377310761,-321.91970337,18
BaIF,"['Ba', 'I', 'F']","[2, 2, 2]",-3.1533677167,-178.3134005,6
BaN2,"['Ba', 'N']","[2, 4]",-0.6616347433,-120.18270246,6
BaN2O6,"['Ba', 'N', 'O']","[4, 8, 24]",-1.1710360061,-422.32215222,36
BaN3Cl,"['Ba', 'N', 'Cl']","[2, 6, 2]",-1.086233585,-161.37983985,10
BaN6,"['Ba', 'N']","[2, 12]",-0.2594865986,-194.11509438,14
BaO,"['Ba', 'O']","[1, 1]",-2.76161885,-51.2181322,2
BaO2,"['Ba', 'O']","[1, 2]",-2.11661441,-58.20053223,3
BaS,"['Ba', 'S']","[1, 1]",-2.3781477735,-53.91379086,2
BaS2,"['Ba', 'S']","[2, 4]",-1.6391919297,-127.38693283,6
BaS3,"['Ba', 'S']","[2, 6]",-1.2632495215000001,-146.89456805,8
BaSO4,"['Ba', 'S', 'O']","[4, 4, 16]",-2.5270717166,-355.77241445,24
Be,['Be'],[2],0.0,-8.70996027,2
Be2C,"['Be', 'C']","[2, 1]",-0.32359218,-19.77352754,3
Be3N2,"['Be', 'N']","[24, 16]",-1.2953137195,-304.87132478,40
BeBr2,"['Be', 'Br']","[2, 4]",-1.2856182533,-93.02940352,6
BeCl2,"['Be', 'Cl']","[2, 4]",-1.66075884,-50.14907904,6
BeCN2,"['Be', 'C', 'N']","[4, 4, 8]",-0.5524943731,-140.90030197,16
BeF2,"['Be', 'F']","[3, 6]",-3.48634024,-65.34782976,9
BeH2,"['Be', 'H']","[6, 12]",-0.1073614039,-69.50750527,18
BeH8N2O10,"['Be', 'H', 'N', 'O']","[2, 16, 4, 20]",-1.0119335019,-266.72179108,42
BeH8SO8,"['Be', 'H', 'S', 'O']","[2, 16, 2, 16]",-1.4391081312,-233.50739535,36
BeI2,"['Be', 'I']","[2, 4]",-0.6409258217,-159.24836493,6
BeO,"['Be', 'O']","[2, 2]",-3.079815045,-33.34084918,4
BeS,"['Be', 'S']","[1, 1]",-1.2571144585,-16.48762423,2
BeSO4,"['Be', 'S', 'O']","[1, 1, 4]",-2.0831174745,-51.09527816,6
Bi,['Bi'],[6],0.0,-470.97159395,6
Bi2I4O13,"['Bi', 'I', 'O']","[8, 16, 52]",-0.6979154561,-1587.87652866,76
Bi2O3,"['Bi', 'O']","[8, 12]",-1.240847446,-726.64888292,20
Bi2P4O13,"['Bi', 'P', 'O']","[4, 8, 26]",-2.1980788184,-640.82478922,38
Bi2S3,"['Bi', 'S']","[8, 12]",-0.3261724867,-749.90659349,20
Bi2Se3,"['Bi', 'Se']","[2, 3]",-0.330720546,-218.8419543,5
Bi2Se3O9,"['Bi', 'Se', 'O']","[8, 12, 36]",-1.0929075745,-1151.56483245,56
Bi2Se4Cl7,"['Bi', 'Se', 'Cl']","[8, 16, 28]",-0.7159037765,-1206.56575342,52
Bi2SeO5,"['Bi', 'Se', 'O']","[8, 4, 20]",-1.2057702813,-869.92660776,32
Bi2Te2S,"['Bi', 'Te', 'S']","[2, 2, 1]",-0.3042716974,-242.2571538,5
Bi2Te3,"['Bi', 'Te']","[2, 3]",-0.276904702,-269.56532351,5
Bi2Te7Cl8,"['Bi', 'Te', 'Cl']","[4, 14, 16]",-0.7028722794000001,-982.6645615,34
Bi2TeO5,"['Bi', 'Te', 'O']","[8, 4, 20]",-1.2909556031,-940.6424693,32
Bi3BrO4,"['Bi', 'Br', 'O']","[12, 4, 16]",-1.2517505337000001,-1157.09802308,32
Bi3ClO4,"['Bi', 'Cl', 'O']","[12, 4, 16]",-1.2845240506,-1113.01560762,32
Bi3IO4,"['Bi', 'I', 'O']","[12, 4, 16]",-1.1514621781,-1223.9759117,32
Bi3Te2Cl10,"['Bi', 'Te', 'Cl']","[6, 4, 20]",-0.934424546,-804.63076638,30
Bi4O7,"['Bi', 'O']","[8, 14]",-1.148482995,-739.41014889,22
Bi4Te3,"['Bi', 'Te']","[4, 3]",-0.19768585860000001,-426.55520101,7
Bi7O5F11,"['Bi', 'O', 'F']","[7, 5, 11]",-2.1293832004,-667.54912671,23
BiBr3,"['Bi', 'Br']","[2, 6]",-0.8950024175,-279.05916034,8
BiBrO,"['Bi', 'Br', 'O']","[2, 2, 2]",-1.2447014117,-215.07324447,6
BiCl3,"['Bi', 'Cl']","[4, 12]",-1.0566839569,-425.31172131,16
BiClO,"['Bi', 'Cl', 'O']","[2, 2, 2]",-1.3584348733,-193.19006124,6
BiF3,"['Bi', 'F']","[4, 12]",-2.5359962512000003,-396.36867522,16
BiF5,"['Bi', 'F']","[1, 5]",-1.7706562217,-106.54071033,6
BiI3,"['Bi', 'I']","[2, 6]",-0.44942489750000003,-380.62521418,8
BiI3O9,"['Bi', 'I', 'O']","[4, 12, 36]",-0.6190019204,-1007.85633186,52
BiIO4,"['Bi', 'I', 'O']","[4, 4, 16]",-0.85481468,-579.68227432,24
BiO2,"['Bi', 'O']","[4, 8]",-1.0456627867,-375.77550944,12
BiP,"['Bi', 'P']","[1, 1]",0.22545324500000002,-88.45263565,2
BiP4HO12,"['Bi', 'P', 'H', 'O']","[2, 8, 2, 24]",-2.15219836,-472.38224608,36
BiPO4,"['Bi', 'P', 'O']","[2, 2, 8]",-2.1150882683,-252.4344995,12
BiSBr,"['Bi', 'S', 'Br']","[4, 4, 4]",-0.6061073332,-436.33376325,12
BiSCl,"['Bi', 'S', 'Cl']","[4, 4, 4]",-0.6905912015,-392.21640167,12
BiSeCl,"['Bi', 'Se', 'Cl']","[4, 4, 4]",-0.6782600408,-433.85851525,12
BiTe,"['Bi', 'Te']","[6, 6]",-0.23123352500000002,-696.1270023,12
BiTeCl,"['Bi', 'Te', 'Cl']","[2, 2, 2]",-0.6612208983,-250.82198839,6
BiTeI,"['Bi', 'Te', 'I']","[1, 1, 1]",-0.3837010267,-153.38300558,3
Br,['Br'],[8],0.0,-154.63967891,8
Br2Cl3,"['Br', 'Cl']","[4, 6]",0.050689006,-123.31059294,10
Br2O,"['Br', 'O']","[4, 2]",0.0039294767,-88.89370614,6
Br2O3,"['Br', 'O']","[16, 24]",0.1340029752,-448.80172499,40
BrF3,"['Br', 'F']","[2, 6]",-0.9727691463,-66.99076777,8
BrF5,"['Br', 'F']","[2, 10]",-0.9865683767000001,-84.98461352,12
BrNO3,"['Br', 'N', 'O']","[4, 4, 12]",-0.12541583950000001,-190.11823879,20
C,['C'],[4],0.0,-40.37100397,4
Ca,['Ca'],[4],0.0,-38.47052215,4
Ca2BrN,"['Ca', 'Br', 'N']","[2, 1, 1]",-1.7098441425000002,-54.50967357,4
Ca2HN,"['Ca', 'H', 'N']","[8, 4, 4]",-0.9692078425,-143.39781948,16
Ca2IN,"['Ca', 'I', 'N']","[4, 2, 2]",-1.3919137725000001,-141.51946218,8
Ca2N,"['Ca', 'N']","[2, 1]",-0.9226740667000001,-31.2868957,3
Ca2NCl,"['Ca', 'N', 'Cl']","[2, 1, 1]",-1.851830395,-43.79482658,4
Ca2NF,"['Ca', 'N', 'F']","[8, 4, 4]",-2.2829726775,-164.54023524,16
Ca3C3Cl2,"['Ca', 'C', 'Cl']","[6, 6, 4]",-1.2390476844,-169.56139495,16
Ca3C3S,"['Ca', 'C', 'S']","[3, 3, 1]",-0.808769571,-74.41083531,7
Ca3N2,"['Ca', 'N']","[24, 16]",-0.9901871325,-418.9686613,40
Ca4Cl6O,"['Ca', 'Cl', 'O']","[8, 12, 2]",-2.8625249273,-246.6515154,22
Ca4CN4,"['Ca', 'C', 'N']","[16, 4, 16]",-1.0430801892,-380.34226681,36
Ca7H12Cl2,"['Ca', 'H', 'Cl']","[7, 12, 2]",-0.9929969129,-145.35839817,21
CaBr2,"['Ca', 'Br']","[2, 4]",-2.418204015,-110.35011809,6
CaCl2,"['Ca', 'Cl']","[2, 4]",-2.7364084033,-67.12817642,6
CaCl2O4,"['Ca', 'Cl', 'O']","[2, 4, 8]",-1.0127691464,-114.13485005,14
CaCN2,"['Ca', 'C', 'N']","[1, 1, 2]",-1.057442725,-42.5074689,4
CaCO3,"['Ca', 'C', 'O']","[2, 2, 6]",-2.481786503,-101.17333403,10
CaF2,"['Ca', 'F']","[1, 2]",-4.24644771,-29.32553233,3
CaH2,"['Ca', 'H']","[4, 8]",-0.6796848325,-74.25661799,12
CaH2F4,"['Ca', 'H', 'F']","[2, 4, 8]",-2.7834137093,-99.89234873,14
CaH2O2,"['Ca', 'H', 'O']","[1, 2, 2]",-2.056401306,-39.11869553,5
CaH4Cl2O2,"['Ca', 'H', 'Cl', 'O']","[4, 16, 8, 8]",-1.6467592711,-265.20914176,36
CaH4N2,"['Ca', 'H', 'N']","[4, 16, 8]",-0.7054032407,-187.75107874,28
CaHCl,"['Ca', 'H', 'Cl']","[2, 2, 2]",-1.7542667117000001,-52.40556327,6
CaHClO,"['Ca', 'H', 'Cl', 'O']","[2, 2, 2, 2]",-2.3755119712,-73.19564777,8
CaI2,"['Ca', 'I']","[1, 2]",-1.8283906433000001,-88.44917693,3
CaI2O6,"['Ca', 'I', 'O']","[4, 8, 24]",-1.2313653444,-523.9242404,36
CaN2O6,"['Ca', 'N', 'O']","[4, 8, 24]",-1.1261385839,-301.01984502,36
CaN6,"['Ca', 'N']","[2, 12]",-0.24403774290000002,-134.0558104,14
CaO,"['Ca', 'O']","[1, 1]",-3.28948326,-22.35236102,2
CaO2,"['Ca', 'O']","[1, 2]",-2.16708748,-28.43045144,3
CaS,"['Ca', 'S']","[1, 1]",-2.4602039785,-24.15640327,2
CaSO4,"['Ca', 'S', 'O']","[2, 2, 8]",-2.4853499412,-117.54254592,12
Cd,['Cd'],[2],0.0,-60.79726046,2
Cd2H3ClO3,"['Cd', 'H', 'Cl', 'O']","[8, 12, 4, 12]",-1.2244698897,-434.05877603,36
Cd3Cl2O2,"['Cd', 'Cl', 'O']","[6, 4, 4]",-1.2950359721,-256.61980761,14
Cd4OF6,"['Cd', 'O', 'F']","[8, 2, 12]",-2.2323069664,-346.42267746,22
CdBr2,"['Cd', 'Br']","[2, 4]",-1.1402394367,-144.24433062,6
CdCl2,"['Cd', 'Cl']","[1, 2]",-1.3323109833,-50.13279595,3
CdCN2,"['Cd', 'C', 'N']","[1, 1, 2]",-0.023193425,-59.1514717,4
CdCO3,"['Cd', 'C', 'O']","[2, 2, 6]",-1.531439459,-133.23186359,10
CdF2,"['Cd', 'F']","[1, 2]",-2.44405346,-44.69934958,3
CdH2O2,"['Cd', 'H', 'O']","[2, 4, 4]",-1.172752482,-110.96290282,10
CdH8N2O10,"['Cd', 'H', 'N', 'O']","[2, 16, 4, 20]",-0.866852029,-312.71556922,42
CdHBrO,"['Cd', 'H', 'Br', 'O']","[4, 4, 4, 4]",-1.1959485756000001,-255.77344921,16
CdHClO,"['Cd', 'H', 'Cl', 'O']","[2, 2, 2, 2]",-1.2805445688,-105.99790855,8
CdI2,"['Cd', 'I']","[9, 18]",-0.6668904026,-951.71108587,27
CdI2O6,"['Cd', 'I', 'O']","[4, 8, 24]",-0.6971842511,-587.81772104,36
CdO,"['Cd', 'O']","[1, 1]",-1.26036403,-39.07512256,2
CdS,"['Cd', 'S']","[4, 4]",-0.7624270523000001,-166.16739767,8
CdS2O7,"['Cd', 'S', 'O']","[4, 8, 28]",-1.4867258107,-430.37284093,40
CdSO4,"['Cd', 'S', 'O']","[2, 2, 8]",-1.5993416095000001,-148.47244594,12
Ce,['Ce'],[2],0.0,-89.22552022,2
Ce10S19,"['Ce', 'S']","[20, 38]",-2.2607280309655184,-1349.89034769,58
Ce10Se19,"['Ce', 'Se']","[20, 38]",-2.113774977758622,-1738.37290193,58
Ce2Br5,"['Ce', 'Br']","[4, 10]",-2.385836692142857,-395.56976869,14
Ce2C3,"['Ce', 'C']","[8, 12]",-0.4313755609999987,-471.04816322,20
Ce2H5,"['Ce', 'H']","[4, 10]",-0.8080276228571434,-216.50370672,14
Ce2NCl3,"['Ce', 'N', 'Cl']","[4, 2, 6]",-2.599930065833332,-267.63211679,12
Ce2O3,"['Ce', 'O']","[16, 24]",-3.8124150735000004,-982.85095094,40
Ce2S3,"['Ce', 'S']","[8, 12]",-2.5675350957000007,-508.07908567,20
Ce2Se3O9,"['Ce', 'Se', 'O']","[8, 12, 36]",-2.163222559642857,-924.84771162,56
Ce2SeF4,"['Ce', 'Se', 'F']","[2, 1, 4]",-4.0793473828571445,-147.88543727,7
Ce2Te3,"['Ce', 'Te']","[8, 12]",-1.9833552829999972,-825.73554566,20
Ce2Te4O11,"['Ce', 'Te', 'O']","[4, 8, 22]",-2.1299762308823547,-675.00769085,34
Ce3S3N,"['Ce', 'S', 'N']","[12, 12, 4]",-2.397589489785718,-731.64940347,28
Ce3Se4,"['Ce', 'Se']","[6, 8]",-2.3361474064285717,-449.21413121,14
Ce4Te3N2,"['Ce', 'Te', 'N']","[16, 12, 8]",-2.0005365744444443,-1273.66478468,36
CeBr3,"['Ce', 'Br']","[2, 6]",-2.4611478787499976,-219.92463403,8
CeCl3,"['Ce', 'Cl']","[2, 6]",-2.828803087499999,-155.1691237,8
CeClO,"['Ce', 'Cl', 'O']","[2, 2, 2]",-3.4184905033,-137.78539502,6
CeF3,"['Ce', 'F']","[6, 18]",-4.570110664166665,-428.38068874,24
CeH2,"['Ce', 'H']","[1, 2]",-0.5832459433,-53.27003783,3
CeH3,"['Ce', 'H']","[1, 3]",-0.5742992875,-57.27124715,4
CeH3C3O6,"['Ce', 'H', 'C', 'O']","[1, 3, 3, 6]",-1.6205354500000009,-141.30468585,13
CeH3O3,"['Ce', 'H', 'O']","[2, 6, 6]",-2.1659041550000007,-173.30683517,14
CeHSe,"['Ce', 'H', 'Se']","[2, 2, 2]",-1.8087327333333287,-143.21864078,6
CeHSO5,"['Ce', 'H', 'S', 'O']","[4, 4, 4, 20]",-2.4147597730624994,-423.33060399,32
CeI,"['Ce', 'I']","[1, 1]",-0.97833253,-83.24266756,2
CeI3,"['Ce', 'I']","[2, 6]",-1.4728310313000001,-321.04746325,8
CeI3O9,"['Ce', 'I', 'O']","[4, 12, 36]",-1.2069251532692291,-895.10095997,52
CeN,"['Ce', 'N']","[1, 1]",-1.6717596650000002,-57.23999283,2
CeP,"['Ce', 'P']","[1, 1]",-1.6650041450000002,-58.35105043,2
CeP3O9,"['Ce', 'P', 'O']","[2, 6, 18]",-2.826629207307692,-332.07302323,26
CeP5,"['Ce', 'P']","[4, 20]",-0.7100588870833349,-395.86007609,24
CeP5O14,"['Ce', 'P', 'O']","[2, 10, 28]",-2.6339369390000016,-467.12905496,40
CePO4,"['Ce', 'P', 'O']","[4, 4, 16]",-3.417107770833335,-392.79008706,24
CePS,"['Ce', 'P', 'S']","[8, 8, 8]",-1.942107108583336,-548.13131023,24
CePS4,"['Ce', 'P', 'S']","[8, 8, 32]",-1.3585668819583343,-797.57343747,48
CeS,"['Ce', 'S']","[1, 1]",-2.2655762935,-58.7623479,2
CeS2,"['Ce', 'S']","[8, 16]",-2.192305905916664,-547.81730675,24
CeSe,"['Ce', 'Se']","[1, 1]",-2.3214038900000027,-67.37217997,2
CeSe2,"['Ce', 'Se']","[4, 8]",-2.047751879166668,-355.75418007,12
CeSF,"['Ce', 'S', 'F']","[2, 2, 2]",-3.2716046607,-135.06060779,6
CeSI,"['Ce', 'S', 'I']","[8, 8, 8]",-2.234484102749997,-765.26804097,24
CeTe,"['Ce', 'Te']","[1, 1]",-1.590058305,-84.85631661,2
CeTe2,"['Ce', 'Te']","[2, 4]",-1.4958368050000002,-246.45422083,6
CeTe3,"['Ce', 'Te']","[2, 6]",-1.4091406112500025,-318.98043489,8
CeTeH,"['Ce', 'Te', 'H']","[1, 1, 1]",-1.587543843333331,-87.94323653000001,3
CF4,"['C', 'F']","[2, 8]",-1.880498522,-66.86484402,10
Cl,['Cl'],[8],0.0,-63.77303932,8
ClF,"['Cl', 'F']","[4, 4]",-0.42641108,-48.82299304,8
ClF3,"['Cl', 'F']","[8, 24]",-0.6561785684,-167.56983659,32
ClO2,"['Cl', 'O']","[8, 16]",0.0887304492,-159.31223322,24
CNCl,"['C', 'N', 'Cl']","[6, 6, 6]",-0.037411536700000005,-164.14374366,18
Co,['Co'],[2],0.0,-34.41307024,2
CO2,"['C', 'O']","[4, 8]",-1.3263006292,-105.53296755,12
Co2H2CO5,"['Co', 'H', 'C', 'O']","[8, 8, 4, 20]",-1.306225465,-381.0179126,40
Co2N,"['Co', 'N']","[4, 2]",0.17409507330000001,-86.34877656,6
Co2P,"['Co', 'P']","[8, 4]",-0.4575905733,-184.77605544,12
Co2P2O7,"['Co', 'P', 'O']","[2, 2, 7]",-2.0879159082,-121.28712077,11
Co3H2Se3O10,"['Co', 'H', 'Se', 'O']","[6, 4, 6, 20]",-1.0937525639,-399.94048544,36
Co3O4,"['Co', 'O']","[6, 8]",-1.5650389714,-174.3959016,14
Co3P2O8,"['Co', 'P', 'O']","[6, 4, 16]",-1.9989198558,-295.33659681,26
Co3S4,"['Co', 'S']","[6, 8]",-0.5020191619000001,-187.21443077,14
Co7P6H4O24,"['Co', 'P', 'H', 'O']","[7, 6, 4, 24]",-1.9322196802,-423.67002773,41
Co9S8,"['Co', 'S']","[9, 8]",-0.4463497174,-239.3936077,17
Co9Se8,"['Co', 'Se']","[9, 8]",-0.1955607765,-318.71037072,17
CoBr2,"['Co', 'Br']","[2, 4]",-0.7050545983000001,-115.24902159,6
CoCl2,"['Co', 'Cl']","[2, 4]",-1.0000308967,-71.88771138,6
CoCl3,"['Co', 'Cl']","[2, 6]",-0.6133969813,-86.53196485,8
CoF2,"['Co', 'F']","[2, 4]",-2.236995155,-61.77214933,6
CoF3,"['Co', 'F']","[3, 9]",-2.0834047308,-107.97900817,12
CoH2SO5,"['Co', 'H', 'S', 'O']","[2, 4, 2, 10]",-1.4125095436000001,-154.44790741,18
CoH4Br2O2,"['Co', 'H', 'Br', 'O']","[1, 4, 2, 2]",-0.9920085433,-90.56401289,9
CoH4C2O6,"['Co', 'H', 'C', 'O']","[2, 8, 4, 12]",-1.1629119169,-206.51924784,26
CoH4Cl2O2,"['Co', 'H', 'Cl', 'O']","[1, 4, 2, 2]",-1.0876016044,-68.85876644,9
CoH6N2Cl2,"['Co', 'H', 'N', 'Cl']","[2, 12, 4, 4]",-0.6320951191,-158.37331262,22
CoH6Se2O8,"['Co', 'H', 'Se', 'O']","[2, 12, 4, 16]",-1.0470173785,-290.21297163,34
CoHO2,"['Co', 'H', 'O']","[2, 2, 4]",-1.3637985313,-76.85406625,8
CoI2,"['Co', 'I']","[1, 2]",-0.16972422,-91.06207766,3
CoI2O6,"['Co', 'I', 'O']","[4, 8, 24]",-0.654438685,-533.51048066,36
CoO,"['Co', 'O']","[1, 1]",-1.177247325,-25.71678915,2
CoP,"['Co', 'P']","[4, 4]",-0.5338170888,-114.72950527,8
CoP2,"['Co', 'P']","[4, 8]",-0.5385081008,-158.55403433,12
CoP2H8O10,"['Co', 'P', 'H', 'O']","[2, 4, 16, 20]",-1.5892375771,-321.1698368,42
CoP2O6,"['Co', 'P', 'O']","[4, 8, 24]",-2.2008243481,-379.06068165,36
CoP3,"['Co', 'P']","[4, 12]",-0.5262821919,-202.14542075,16
CoPH6NO5,"['Co', 'P', 'H', 'N', 'O']","[2, 2, 12, 2, 10]",-1.32955812,-214.02740364,28
CoS2,"['Co', 'S']","[4, 8]",-0.5317298297,-152.15392046,12
CoSe2,"['Co', 'Se']","[2, 4]",-0.3806750317,-116.96071895,6
CoSO4,"['Co', 'S', 'O']","[4, 4, 16]",-1.5255654733,-242.40586461,24
CoTe2,"['Co', 'Te']","[1, 2]",-0.3316355433,-92.32820663,3
Cr,['Cr'],[2],0.0,-36.76826573,2
Cr23C6,"['Cr', 'C']","[23, 6]",-0.0537892138,-484.9506932,29
Cr2N,"['Cr', 'N']","[6, 3]",-0.4067568689,-141.81643232,9
Cr2O3,"['Cr', 'O']","[4, 6]",-2.606657738,-136.53774438,10
Cr2S3,"['Cr', 'S']","[4, 6]",-1.1277102922,-142.5238748,10
Cr2S3O12,"['Cr', 'S', 'O']","[4, 6, 24]",-1.8627867904,-342.32059075,34
Cr2Se3,"['Cr', 'Se']","[4, 6]",-0.894612477,-202.87802791,10
Cr2TeO6,"['Cr', 'Te', 'O']","[4, 2, 12]",-2.0552296806,-258.52686825,18
Cr3C2,"['Cr', 'C']","[12, 8]",-0.0864782135,-303.08077227,20
Cr3P,"['Cr', 'P']","[12, 4]",-0.29997375190000003,-267.04174859,16
Cr3P4O14,"['Cr', 'P', 'O']","[6, 8, 28]",-2.5431492926,-472.74505341,42
Cr3S4,"['Cr', 'S']","[3, 4]",-1.080766764,-101.1912486,7
Cr3Se4,"['Cr', 'Se']","[3, 4]",-0.8687776057000001,-141.497412,7
