Compound,Elements,Element_numbers,H_f,E_total,#_atoms
Ce3S3N,"['Ce', 'S', 'N']","[12, 12, 4]",-2.397589489785718,-731.64940347,28
Ce3Se4,"['Ce', 'Se']","[6, 8]",-2.336147406428572,-449.21413121,14
Ce4Te3N2,"['Ce', 'Te', 'N']","[16, 12, 8]",-2.000536574444444,-1273.66478468,36
CeBr3,"['Ce', 'Br']","[2, 6]",-2.4611478787499976,-219.92463403,8
CeCl3,"['Ce', 'Cl']","[2, 6]",-2.828803087499999,-155.1691237,8
CeF3,"['Ce', 'F']","[6, 18]",-4.570110664166665,-428.38068874,24
CeH3C3O6,"['Ce', 'H', 'C', 'O']","[1, 3, 3, 6]",-1.620535450000001,-141.30468585,13
CeH3O3,"['Ce', 'H', 'O']","[2, 6, 6]",-2.1659041550000007,-173.30683517,14
CeHSe,"['Ce', 'H', 'Se']","[2, 2, 2]",-1.8087327333333292,-143.21864078,6
CeHSO5,"['Ce', 'H', 'S', 'O']","[4, 4, 4, 20]",-2.4147597730624994,-423.33060399,32
CeI3O9,"['Ce', 'I', 'O']","[4, 12, 36]",-1.2069251532692293,-895.10095997,52
CeP3O9,"['Ce', 'P', 'O']","[2, 6, 18]",-2.826629207307692,-332.07302323,26
CeP5,"['Ce', 'P']","[4, 20]",-0.7100588870833349,-395.86007609,24
CeP5O14,"['Ce', 'P', 'O']","[2, 10, 28]",-2.6339369390000016,-467.12905496,40
CePO4,"['Ce', 'P', 'O']","[4, 4, 16]",-3.417107770833335,-392.79008706,24
CePS,"['Ce', 'P', 'S']","[8, 8, 8]",-1.9421071085833361,-548.13131023,24
CePS4,"['Ce', 'P', 'S']","[8, 8, 32]",-1.3585668819583343,-797.57343747,48
CeS2,"['Ce', 'S']","[8, 16]",-2.192305905916664,-547.81730675,24
CeSe,"['Ce', 'Se']","[1, 1]",-2.3214038900000027,-67.37217997,2
CeSe2,"['Ce', 'Se']","[4, 8]",-2.0477518791666682,-355.75418007,12
CeSI,"['Ce', 'S', 'I']","[8, 8, 8]",-2.2344841027499975,-765.26804097,24
CeTe3,"['Ce', 'Te']","[2, 6]",-1.4091406112500025,-318.98043489,8
CeTeH,"['Ce', 'Te', 'H']","[1, 1, 1]",-1.587543843333331,-87.94323653,3
