,Compound,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,compound possible,max ionic char,avg ionic char,"OxidationStates(stats=['minimum', 'maximum', 'range', 'std_dev'])",minimum EN difference,maximum EN difference,range EN difference,mean EN difference,std_dev EN difference,avg anion electron affinity
255,NCO-CN-Ni,4,0.5270462766947299,0.4367902323681494,0.3852632081216715,0.3684392168216066,0.3572926939821315,6.0,28.0,22.0,10.333333333333334,5.888888888888889,6.0,61.0,87.0,26.0,77.66666666666667,6.0,77.0,12.0107,58.6934,46.6827,21.121266666666667,12.524044444444442,12.0107,54.8,3823.0,3768.2,1592.4833333333333,1532.1833333333332,63.05,10.0,16.0,6.0,14.0,1.3333333333333333,14.0,2.0,4.0,2.0,2.3333333333333335,0.5555555555555557,2.0,66.0,124.0,58.0,80.66666666666667,14.444444444444448,71.0,1.91,3.44,1.53,2.7550000000000003,0.41833333333333345,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3333333333333335,1.0,2.0,0.0,8.0,8.0,1.3333333333333333,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,5.666666666666667,1.5555555555555554,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.1111111111111114,3.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.6666666666666666,3.0,5.64,14.76875,9.12875,10.040416666666667,3.2454166666666673,5.64,0.0,6.437,6.437,3.6443333333333334,2.4295555555555555,4.496,0.0,0.5953947,0.5953947,0.09923245000000001,0.1653874166666667,0.0,12.0,225.0,213.0,168.83333333333334,52.27777777777777,194.0,2.0,2.3333333333333335,1.3333333333333333,0.0,False,0.44301947290604926,0.05152825226867086,"Full Formula (Ni1 C2 N2 O1)
Reduced Formula: NiC2N2O
abc   :   3.143772   3.143772  19.706504
angles:  90.000000  90.000000 120.000001
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ni2+  0         0         0.181323
  1  C3+   0.333333  0.666667  0.122248
  2  C3+   0.666667  0.333333  0.299806
  3  N3-   0.666667  0.333333  0.23702
  4  N3-   0.333333  0.666667  0.06194
  5  O2-   0.666667  0.333333  0.35961",0.6233333333333335,1.2633333333333334,0.6399999999999999,0.8366666666666669,0.4525483399593903,-108000.0
256,NCO-CN-Pb,4,0.5270462766947299,0.4367902323681494,0.3852632081216715,0.3684392168216066,0.3572926939821315,6.0,82.0,76.0,19.333333333333332,20.88888888888889,6.0,77.0,87.0,10.0,81.0,2.6666666666666665,77.0,12.0107,207.2,195.1893,45.872366666666665,53.77587777777777,12.0107,54.8,3823.0,3768.2,1404.585,1612.2766666666666,63.05,14.0,16.0,2.0,14.666666666666666,0.6666666666666666,14.0,2.0,6.0,4.0,2.6666666666666665,1.111111111111111,2.0,66.0,146.0,80.0,84.33333333333333,20.555555555555554,71.0,2.33,3.44,1.1099999999999999,2.8249999999999997,0.3483333333333334,2.55,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.6666666666666665,0.6666666666666666,2.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,14.0,14.0,2.3333333333333335,3.888888888888889,0.0,4.0,28.0,24.0,8.666666666666666,6.444444444444444,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.3333333333333335,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.3333333333333335,0.6666666666666666,3.0,5.64,28.11,22.47,13.005416666666669,6.210416666666667,5.64,0.0,6.437,6.437,3.6443333333333334,2.4295555555555555,4.496,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,168.83333333333334,52.27777777777777,194.0,2.0,2.6666666666666665,1.6666666666666667,2.3333333333333335,True,0.26510305464422235,0.03324250262071772,"Full Formula (Pb1 C2 N2 O1)
Reduced Formula: PbC2N2O
abc   :   4.137169   4.137169  18.576751
angles:  90.000000  90.000000 119.999996
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Pb2+  0         0         0.203756
  1  C3+   0.333333  0.666667  0.135398
  2  C3+   0.666667  0.333333  0.336281
  3  N3-   0.666667  0.333333  0.269815
  4  N3-   0.333333  0.666667  0.071755
  5  O2-   0.666667  0.333333  0.39996",0.6233333333333335,0.8433333333333333,0.21999999999999975,0.6966666666666668,0.15556349186104027,-108000.0
257,NCO-CN-Pd,4,0.5270462766947299,0.4367902323681494,0.3852632081216715,0.3684392168216066,0.3572926939821315,6.0,46.0,40.0,13.333333333333334,10.888888888888888,6.0,62.0,87.0,25.0,77.83333333333333,5.833333333333333,77.0,12.0107,106.42,94.4093,29.075699999999998,25.781433333333336,12.0107,54.8,3823.0,3768.2,1609.158333333333,1548.8583333333333,63.05,10.0,16.0,6.0,14.0,1.3333333333333333,14.0,2.0,5.0,3.0,2.5,0.8333333333333334,2.0,66.0,139.0,73.0,83.16666666666667,18.611111111111114,71.0,2.2,3.44,1.2399999999999998,2.8033333333333332,0.37000000000000005,2.55,0.0,2.0,2.0,1.6666666666666667,0.5555555555555555,2.0,0.0,4.0,4.0,2.3333333333333335,1.0,2.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,5.666666666666667,1.5555555555555554,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.1111111111111114,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.1111111111111114,3.0,5.64,14.76875,9.12875,10.722083333333332,3.9270833333333335,5.64,0.0,6.437,6.437,3.6443333333333334,2.4295555555555555,4.496,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,168.83333333333334,52.27777777777777,194.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,0.0,True,0.31914097090807514,0.03815710693380536,"Full Formula (Pd1 C2 N2 O1)
Reduced Formula: PdC2N2O
abc   :   3.321839   3.321838  19.461211
angles:  90.000000  90.000000 119.999998
Sites (6)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Pd2+  0         -0         0.186467
  1  C3+   0.333333   0.666667  0.12843
  2  C3+   0.666667   0.333333  0.311811
  3  N3-   0.666667   0.333333  0.248524
  4  N3-   0.333333   0.666667  0.067145
  5  O2-   0.666667   0.333333  0.37251",0.6233333333333335,0.9733333333333332,0.34999999999999964,0.7400000000000001,0.24748737341529137,-108000.0
258,NCO-CN-Pt,4,0.5270462766947299,0.4367902323681494,0.3852632081216715,0.3684392168216066,0.3572926939821315,6.0,78.0,72.0,18.666666666666668,19.77777777777778,6.0,63.0,87.0,24.0,78.0,5.666666666666667,77.0,12.0107,195.084,183.07330000000002,43.853033333333336,50.41032222222222,12.0107,54.8,3823.0,3768.2,1644.7166666666665,1584.4166666666667,63.05,10.0,16.0,6.0,14.0,1.3333333333333333,14.0,2.0,6.0,4.0,2.6666666666666665,1.111111111111111,2.0,66.0,136.0,70.0,82.66666666666667,17.777777777777782,71.0,2.28,3.44,1.1600000000000001,2.8166666666666664,0.35666666666666674,2.55,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.3333333333333335,1.0,2.0,0.0,9.0,9.0,1.5,2.5,0.0,0.0,14.0,14.0,2.3333333333333335,3.888888888888889,0.0,4.0,24.0,20.0,8.0,5.333333333333333,4.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,4.0,4.0,2.6666666666666665,1.1111111111111114,3.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0,0.6666666666666666,3.0,5.64,15.02,9.379999999999999,10.823749999999999,4.02875,5.64,0.0,6.437,6.437,3.6443333333333334,2.4295555555555555,4.496,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,168.83333333333334,52.27777777777777,194.0,1.8333333333333333,2.3333333333333335,1.5,2.3333333333333335,True,0.28566268626404256,0.03504050261636353,"Full Formula (Pt1 C2 N2 O1)
Reduced Formula: PtC2N2O
abc   :   3.342199   3.342199  19.269890
angles:  90.000000  90.000000 120.000001
Sites (6)
  #  SP            a         b         c
---  ----  ---------  --------  --------
  0  Pt2+  -0         0         0.184078
  1  C3+    0.333333  0.666667  0.129611
  2  C3+    0.666667  0.333333  0.311684
  3  N3-    0.666667  0.333333  0.247623
  4  N3-    0.333333  0.666667  0.066918
  5  O2-    0.666667  0.333333  0.37295",0.6233333333333335,0.8933333333333335,0.27,0.7133333333333335,0.19091883092036785,-108000.0
259,NCO-CN-Sr,4,0.5270462766947299,0.4367902323681494,0.3852632081216715,0.3684392168216066,0.3572926939821315,6.0,38.0,32.0,12.0,8.666666666666666,6.0,8.0,87.0,79.0,68.83333333333333,20.277777777777782,77.0,12.0107,87.62,75.6093,25.94236666666667,20.55921111111111,12.0107,54.8,3823.0,3768.2,1479.4833333333333,1562.3444444444442,63.05,2.0,16.0,14.0,12.666666666666666,3.555555555555556,14.0,2.0,5.0,3.0,2.5,0.8333333333333334,2.0,66.0,195.0,129.0,92.5,34.166666666666664,71.0,0.95,3.44,2.49,2.5949999999999998,0.5783333333333334,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3333333333333335,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.333333333333333,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.1111111111111114,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.1111111111111114,3.0,5.64,54.23,48.589999999999996,17.358749999999997,12.290416666666664,5.64,0.0,6.437,6.437,3.6443333333333334,2.4295555555555555,4.496,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,168.83333333333334,52.27777777777777,194.0,2.0,2.3333333333333335,0.0,0.0,False,0.7877573323062756,0.10369050750492788,"Full Formula (Sr1 C2 N2 O1)
Reduced Formula: SrC2N2O
abc   :   4.279109   4.279109  19.320801
angles:  90.000000  90.000000 120.000001
Sites (6)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Sr2+  0         -0         0.205087
  1  C3+   0.333333   0.666667  0.142995
  2  C3+   0.666667   0.333333  0.327327
  3  N3-   0.666667   0.333333  0.263602
  4  N3-   0.333333   0.666667  0.082039
  5  O2-   0.666667   0.333333  0.388744",0.6233333333333335,2.2233333333333336,1.6,1.156666666666667,1.1313708498984762,-108000.0
260,NCO-CN-Zn,4,0.5270462766947299,0.4367902323681494,0.3852632081216715,0.3684392168216066,0.3572926939821315,6.0,30.0,24.0,10.666666666666666,6.444444444444444,6.0,69.0,87.0,18.0,79.0,4.666666666666667,77.0,12.0107,65.38,53.369299999999996,22.235699999999998,14.381433333333332,12.0107,54.8,3823.0,3768.2,1419.93,1602.0466666666664,63.05,12.0,16.0,4.0,14.333333333333334,1.0,14.0,2.0,4.0,2.0,2.3333333333333335,0.5555555555555557,2.0,66.0,122.0,56.0,80.33333333333333,13.888888888888886,71.0,1.65,3.44,1.79,2.7116666666666664,0.4616666666666667,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3333333333333335,1.0,2.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,8.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.1111111111111114,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.1111111111111114,3.0,5.64,14.76875,9.12875,10.647083333333335,3.8520833333333333,5.64,0.0,6.437,6.437,3.6443333333333334,2.4295555555555555,4.496,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,163.66666666666666,50.555555555555564,194.0,2.0,2.3333333333333335,1.6666666666666667,0.0,False,0.5511313621135028,0.06540800196151574,"Full Formula (Zn1 C2 N2 O1)
Reduced Formula: ZnC2N2O
abc   :   3.366804   3.366803  19.713534
angles:  90.000000  90.000000 120.000000
Sites (6)
  #  SP           a          b         c
---  ----  --------  ---------  --------
  0  Zn2+  0         -0         0.188831
  1  C3+   0.333333   0.666667  0.129803
  2  C3+   0.666667   0.333333  0.308206
  3  N3-   0.666667   0.333333  0.245445
  4  N3-   0.333333   0.666667  0.069971
  5  O2-   0.666667   0.333333  0.367942",0.6233333333333335,1.5233333333333334,0.8999999999999999,0.9233333333333335,0.6363961030678927,-108000.0
261,NCO-F-Ba,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,6.0,56.0,50.0,17.2,15.520000000000001,6.0,9.0,93.0,84.0,69.6,24.240000000000002,9.0,12.0107,137.327,125.3163,39.66844063999999,39.06342374399999,12.0107,53.5,3823.0,3769.5,998.8700000000001,1130.104,53.5,2.0,17.0,15.0,12.8,4.319999999999999,2.0,2.0,6.0,4.0,2.8,1.2799999999999998,2.0,57.0,215.0,158.0,97.0,47.2,57.0,0.89,3.98,3.09,2.7800000000000002,0.8480000000000001,0.89,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.8,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.8,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.2,0.0,5.64,63.59,57.95,20.56225,17.2111,5.64,0.0,6.437,6.437,2.5806,2.30872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,128.8,92.24,12.0,2.0,2.8,0.0,0.0,True,0.908097311920564,0.15360756113590351,"Full Formula (Ba1 C1 N1 O1 F1)
Reduced Formula: BaCNOF
abc   :   4.451196   4.451195  19.164092
angles:  90.000000  90.000000 119.999996
Sites (5)
  #  SP            a          b          c
---  ----  ---------  ---------  ---------
  0  Ba2+  -0         -0          0.039268
  1  C4+    0.666667   0.333333   0.169394
  2  N3-    0.666667   0.333333   0.105375
  3  O2-    0.666667   0.333333   0.231509
  4  F-     0.333333   0.666667  -0.003787",0.936666666666667,2.5966666666666667,1.6599999999999997,1.7666666666666668,1.1737972567696686,-210333.33333333334
262,NCO-F-Be,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,4.0,9.0,5.0,6.8,1.44,4.0,67.0,93.0,26.0,81.2,7.359999999999999,67.0,9.012182,18.9984032,9.9862212,14.005477039999999,2.7952288320000003,9.012182,53.5,3823.0,3769.5,1110.8700000000001,1264.504,53.5,2.0,17.0,15.0,12.8,4.319999999999999,2.0,2.0,2.0,0.0,2.0,0.0,2.0,57.0,96.0,39.0,73.2,10.24,57.0,1.57,3.98,2.41,2.916,0.6848000000000001,1.57,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.8,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.8,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.2,0.0,5.64,14.76875,9.12875,9.42225,2.2527,5.64,0.0,6.437,6.437,2.5806,2.30872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,121.8,86.64000000000001,12.0,2.0,2.8,0.0,0.0,True,0.7659042361216704,0.11701687305133557,"Full Formula (Be1 C1 N1 O1 F1)
Reduced Formula: BeCNOF
abc   :   2.874856   2.874856  16.549408
angles:  90.000000  90.000000 119.999996
Sites (5)
  #  SP            a          b         c
---  ----  ---------  ---------  --------
  0  Be2+  -0         -0         0.141583
  1  C4+    0.666667   0.333333  0.276296
  2  N3-    0.666667   0.333333  0.201969
  3  O2-    0.666667   0.333333  0.34723
  4  F-     0.333333   0.666667  0.089522",0.936666666666667,1.9166666666666667,0.9799999999999998,1.4266666666666667,0.6929646455628163,-210333.33333333334
263,NCO-F-Ca,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,6.0,20.0,14.0,10.0,4.0,6.0,7.0,93.0,86.0,69.2,24.88,7.0,12.0107,40.078,28.067300000000003,20.218640639999997,7.943743743999998,12.0107,53.5,3823.0,3769.5,1021.8700000000001,1157.7040000000002,53.5,2.0,17.0,15.0,12.8,4.319999999999999,2.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,57.0,176.0,119.0,89.2,34.720000000000006,57.0,1.0,3.98,2.98,2.802,0.8216000000000001,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.8,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.8,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.2,0.0,5.64,37.77,32.13,15.39825,8.9487,5.64,0.0,6.437,6.437,2.5806,2.30872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,128.0,91.6,12.0,2.0,2.8,0.0,0.0,True,0.891401751542897,0.14839021203532943,"Full Formula (Ca1 C1 N1 O1 F1)
Reduced Formula: CaCNOF
abc   :   3.686074   3.686073  20.000000
angles:  90.000000  90.000000 120.000005
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Ca2+  0         0         0.101936
  1  C4+   0.666667  0.333333  0.226516
  2  N3-   0.666667  0.333333  0.165
  3  O2-   0.666667  0.333333  0.285598
  4  F-    0.333333  0.666667  0.056729",0.936666666666667,2.486666666666667,1.5499999999999998,1.711666666666667,1.0960155108391485,-210333.33333333334
264,NCO-F-Co,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,6.0,27.0,21.0,11.4,6.239999999999999,6.0,58.0,93.0,35.0,79.4,9.52,58.0,12.0107,58.933195,46.922495,23.98967964,13.977406143999996,12.0107,53.5,3823.0,3769.5,1152.47,1314.424,53.5,9.0,17.0,8.0,14.2,2.16,9.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,57.0,126.0,69.0,79.2,18.720000000000002,57.0,1.88,3.98,2.1,2.978,0.6104,1.88,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,2.8,1.44,0.0,0.0,7.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,6.2,1.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.2,0.0,0.0,3.0,3.0,0.6,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.6,0.8800000000000001,1.0,5.64,14.76875,9.12875,9.89325,2.0909,5.64,0.0,6.437,6.437,2.5806,2.30872,0.0,0.0,1.5484712,1.5484712,0.30969424,0.49551078400000004,0.0,12.0,194.0,182.0,121.8,86.64000000000001,12.0,2.0,2.8,1.4,0.0,True,0.6679600546553394,0.09845711394120105,"Full Formula (Co1 C1 N1 O1 F1)
Reduced Formula: CoCNOF
abc   :   3.109616   3.109616  13.539219
angles:  90.000000  90.000000 119.999987
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Co2+  0         0         0.208382
  1  C4+   0.666667  0.333333  0.382624
  2  N3-   0.666667  0.333333  0.291471
  3  O2-   0.666667  0.333333  0.469659
  4  F-    0.333333  0.666667  0.130259",0.936666666666667,1.606666666666667,0.6699999999999999,1.271666666666667,0.4737615433949868,-210333.33333333334
265,NCO-F-Cu,5,0.447213595499958,0.34199518933533946,0.27594593229224296,0.25169979012836535,0.2349237886176038,6.0,29.0,23.0,11.8,6.880000000000001,6.0,64.0,93.0,29.0,80.6,8.080000000000002,64.0,12.0107,63.546,51.5353,24.91224064,15.453503743999999,12.0107,53.5,3823.0,3769.5,1070.4240000000002,1215.9688,53.5,11.0,17.0,6.0,14.6,1.6800000000000002,11.0,2.0,4.0,2.0,2.4,0.6399999999999999,2.0,57.0,132.0,75.0,80.4,20.640000000000004,57.0,1.9,3.98,2.08,2.982,0.6056,1.9,1.0,2.0,1.0,1.8,0.31999999999999995,1.0,0.0,5.0,5.0,2.8,1.44,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.6,1.92,4.0,0.0,1.0,1.0,0.2,0.31999999999999995,0.0,0.0,4.0,4.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.2,1.04,1.0,5.64,14.76875,9.12875,10.058250000000001,2.2889000000000004,5.64,0.0,6.437,6.437,2.5806,2.30872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,128.0,91.6,12.0,1.8,2.8,2.0,0.0,True,0.6609473927455578,0.09726931507965544,"Full Formula (Cu1 C1 N1 O1 F1)
Reduced Formula: CuCNOF
abc   :   3.229362   3.229362  20.987006
angles:  90.000000  90.000000 119.999992
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cu2+  0         0         0.067564
  1  C4+   0.666667  0.333333  0.177501
  2  N3-   0.666667  0.333333  0.118551
  3  O2-   0.666667  0.333333  0.233755
  4  F-    0.333333  0.666667  0.023017",0.936666666666667,1.586666666666667,0.6499999999999999,1.261666666666667,0.4596194077712558,-210333.33333333334
