Compound,Elements,Element_numbers,H_f,E_total,#_atoms
O-O-Ru,"['Ru', 'O']","[1, 2]",-0.9408513933333348,-49.93764318,3
O-O-Sn,"['Sn', 'O']","[1, 2]",-1.6544523400000013,-53.07594602,3
O-O-Tc,"['Tc', 'O']","[1, 2]",-1.4606548466666662,-51.74365354,3
O-O-Te,"['Te', 'O']","[1, 2]",-0.6445519200000002,-51.30864476,3
O-O-Ti,"['Ti', 'O']","[1, 2]",-3.1980916900000005,-37.89976407,3
O-O-W,"['W', 'O']","[1, 2]",-1.6436429233333314,-87.05905777,3
O-O-Zr,"['Zr', 'O']","[1, 2]",-3.53233204,-53.60348512,3
NH-OH-Al,"['Al', 'H', 'N', 'O']","[1, 2, 1, 1]",-1.3323577999999998,-36.752457,5
NH-OH-Bi,"['Bi', 'H', 'N', 'O']","[1, 2, 1, 1]",-0.30935583799999905,-102.38904719,5
NH-OH-Ce,"['Ce', 'H', 'N', 'O']","[1, 2, 1, 1]",-1.0868769780000007,-72.39415289,5
NH-OH-Co,"['Co', 'H', 'N', 'O']","[1, 2, 1, 1]",-0.6565466260000008,-42.83620113,5
NH-OH-Cr,"['Cr', 'H', 'N', 'O']","[1, 2, 1, 1]",-0.9210659079999999,-45.33639754,5
NH-OH-Fe,"['Fe', 'H', 'N', 'O']","[1, 2, 1, 1]",-0.5769143920000005,-43.33593996,5
NH-OH-Ga,"['Ga', 'H', 'N', 'O']","[1, 2, 1, 1]",-0.8135593299999997,-42.74966465,5
NH-OH-Gd,"['Gd', 'H', 'N', 'O']","[1, 2, 1, 1]",-1.4430269339999995,-88.42600267,5
NH-OH-In,"['In', 'H', 'N', 'O']","[1, 2, 1, 1]",-0.6995627860000013,-59.13968193,5
NH-OH-Ir,"['H', 'Ir', 'N', 'O']","[2, 1, 1, 1]",-0.2936719000000011,-95.0254275,5
NH-OH-La,"['La', 'H', 'N', 'O']","[1, 2, 1, 1]",-1.4699842639999985,-72.82958932,5
NH-OH-Lu,"['Lu', 'H', 'N', 'O']","[1, 2, 1, 1]",-1.601671202,-85.70762401,5
NH-OH-Nd,"['Nd', 'H', 'N', 'O']","[1, 2, 1, 1]",-1.438876868,-73.10835234,5
NH-OH-Rh,"['H', 'Rh', 'N', 'O']","[2, 1, 1, 1]",-0.4896206460000002,-58.52567123,5
NH-OH-Ru,"['H', 'Ru', 'N', 'O']","[2, 1, 1, 1]",-0.3558873120000001,-58.92990456,5
NH-OH-Sc,"['Sc', 'H', 'N', 'O']","[1, 2, 1, 1]",-1.5622900439999996,-44.36661822,5
NH-OH-Sm,"['Sm', 'H', 'N', 'O']","[1, 2, 1, 1]",-1.4722043999999983,-74.15539,5
NH-OH-Y,"['Y', 'H', 'N', 'O']","[1, 2, 1, 1]",-1.559565658000001,-57.96799629,5
PH-OH-Al,"['Al', 'P', 'H', 'O']","[1, 1, 2, 1]",-0.6434214260000012,-34.43234377,5
PH-OH-Bi,"['Bi', 'P', 'H', 'O']","[1, 1, 2, 1]",-0.31993027599999946,-103.56648802,5
PH-OH-Ce,"['Ce', 'P', 'H', 'O']","[1, 1, 2, 1]",-0.7624735880000003,-71.89670458,5
PH-OH-Co,"['Co', 'P', 'H', 'O']","[1, 1, 2, 1]",-0.5783870120000018,-43.5699717,5
PH-OH-Cr,"['Cr', 'P', 'H', 'O']","[1, 1, 2, 1]",-0.6058054979999994,-44.88466413,5
PH-OH-Fe,"['Fe', 'P', 'H', 'O']","[1, 1, 2, 1]",-0.45495159200000046,-43.8506946,5
PH-OH-Ga,"['Ga', 'P', 'H', 'O']","[1, 1, 2, 1]",-0.41092553599999915,-41.86106432,5
PH-OH-Gd,"['Gd', 'P', 'H', 'O']","[1, 1, 2, 1]",-1.078825434000001,-87.72956381,5
PH-OH-In,"['In', 'P', 'H', 'O']","[1, 1, 2, 1]",-0.4310667120000005,-58.9217702,5
PH-OH-Ir,"['P', 'H', 'Ir', 'O']","[1, 2, 1, 1]",-0.5791956640000023,-97.57761496,5
PH-OH-La,"['La', 'P', 'H', 'O']","[1, 1, 2, 1]",-1.1480873239999994,-72.34467326,5
PH-OH-Lu,"['Lu', 'P', 'H', 'O']","[1, 1, 2, 1]",-1.1193631580000016,-84.42065243,5
PH-OH-Nd,"['Nd', 'P', 'H', 'O']","[1, 1, 2, 1]",-1.0981793579999988,-72.52943343,5
PH-OH-Rh,"['P', 'H', 'Rh', 'O']","[1, 2, 1, 1]",-0.6776927919999991,-60.5906006,5
PH-OH-Ru,"['P', 'H', 'Ru', 'O']","[1, 2, 1, 1]",-0.4353942840000002,-60.45200806,5
PH-OH-Sc,"['Sc', 'P', 'H', 'O']","[1, 1, 2, 1]",-1.0940541240000001,-43.15000726,5
PH-OH-Sm,"['Sm', 'P', 'H', 'O']","[1, 1, 2, 1]",-1.1032280039999989,-73.43507666,5
PH-OH-Y,"['Y', 'P', 'H', 'O']","[1, 1, 2, 1]",-1.1369077460000014,-56.97927537,5
S-OH-Al,"['Al', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.3578532442500002,-32.40305279,4
S-OH-Bi,"['Bi', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.6689614717500021,-100.3990857,4
S-OH-Ce,"['Ce', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9209606367499994,-71.52458236,4
S-OH-Co,"['Co', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.8444798017500013,-39.81235902,4
S-OH-Cr,"['Cr', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.131475021750001,-42.1379399,4
S-OH-Fe,"['Fe', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.76049899675,-40.3743358,4
S-OH-Ga,"['Ga', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.9103501242500016,-39.20424031,4
S-OH-Gd,"['Gd', 'H', 'S', 'O']","[1, 1, 1, 1]",1.2658040057499989,-73.02862379,4
S-OH-In,"['In', 'H', 'S', 'O']","[1, 1, 1, 1]",-0.9350891217499999,-56.2631963,4
S-OH-Ir,"['H', 'Ir', 'S', 'O']","[1, 1, 1, 1]",-0.6296567867500045,-92.95666696,4
S-OH-La,"['La', 'H', 'S', 'O']","[1, 1, 1, 1]",-2.005148236750001,-70.38123276,4
S-OH-Lu,"['Lu', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.991505666750001,-82.54626248,4
S-OH-Nd,"['Nd', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9375917367500008,-70.54530676,4
S-OH-Rh,"['H', 'Rh', 'S', 'O']","[1, 1, 1, 1]",-0.8211528892499995,-56.24315137,4
S-OH-Ru,"['H', 'Ru', 'S', 'O']","[1, 1, 1, 1]",-0.6078136592500005,-56.46269445,4
S-OH-Sc,"['Sc', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9360849167500014,-41.18047948,4
S-OH-Sm,"['Sm', 'H', 'S', 'O']","[1, 1, 1, 1]",-1.9507802492500002,-71.47846081,4
S-OH-Y,"['Y', 'H', 'S', 'O']","[1, 1, 1, 1]",-2.0107418617500006,-55.09410726,4
Se-OH-Al,"['Al', 'H', 'Se', 'O']","[1, 1, 1, 1]",-1.12747815,-41.92907429,4
Se-OH-Bi,"['Bi', 'H', 'Se', 'O']","[1, 1, 1, 1]",-0.6763593750000005,-110.87619919,4
Se-OH-Ce,"['Ce', 'H', 'Se', 'O']","[1, 1, 1, 1]",-1.4423541274999998,-80.0576782,4
Se-OH-Co,"['Co', 'H', 'Se', 'O']","[1, 1, 1, 1]",-0.7391721000000011,-49.83865009,4
Se-OH-Cr,"['Cr', 'H', 'Se', 'O']","[1, 1, 1, 1]",-1.031074030000001,-52.18385781,4
Se-OH-Fe,"['Fe', 'H', 'Se', 'O']","[1, 1, 1, 1]",-0.6467760000000009,-50.36696569,4
Se-OH-Ga,"['Ga', 'H', 'Se', 'O']","[1, 1, 1, 1]",-0.7771912950000015,-49.11912687,4
Se-OH-Gd,"['Gd', 'H', 'Se', 'O']","[1, 1, 1, 1]",1.383098297500002,-83.0069685,4
Se-OH-In,"['In', 'H', 'Se', 'O']","[1, 1, 1, 1]",-0.8493986000000024,-66.36795609,4
Se-OH-Ir,"['H', 'Ir', 'Se', 'O']","[1, 1, 1, 1]",-0.538699280000003,-103.04035881,4
Se-OH-La,"['La', 'H', 'Se', 'O']","[1, 1, 1, 1]",-1.9051742674999979,-80.42885876,4
Se-OH-Lu,"['Lu', 'H', 'Se', 'O']","[1, 1, 1, 1]",-1.8480203850000017,-92.41984323,4
Se-OH-Nd,"['Nd', 'H', 'Se', 'O']","[1, 1, 1, 1]",-1.8364451849999988,-80.58824243,4
Se-OH-Rh,"['H', 'Rh', 'Se', 'O']","[1, 1, 1, 1]",-0.7546346749999984,-66.42460039,4
Se-OH-Ru,"['H', 'Ru', 'Se', 'O']","[1, 1, 1, 1]",-0.5018174674999969,-66.48623156,4
Se-OH-Sc,"['Sc', 'H', 'Se', 'O']","[1, 1, 1, 1]",-1.7853662350000015,-51.02512663,4
Se-OH-Sm,"['Sm', 'H', 'Se', 'O']","[1, 1, 1, 1]",-1.8406365050000026,-81.48540771,4
Se-OH-Y,"['Y', 'H', 'Se', 'O']","[1, 1, 1, 1]",-1.886815295,-65.04592287,4
Te-OH-Al,"['Al', 'Te', 'H', 'O']","[1, 1, 1, 1]",-0.7899703850000002,-57.57652604,4
Te-OH-Bi,"['Bi', 'Te', 'H', 'O']","[1, 1, 1, 1]",-0.6364791849999989,-127.71416124,4
Te-OH-Ce,"['Ce', 'Te', 'H', 'O']","[1, 1, 1, 1]",-1.2487698225000017,-96.28082379,4
Te-OH-Co,"['Co', 'Te', 'H', 'O']","[1, 1, 1, 1]",-0.5849071675000008,-66.21907317,4
Te-OH-Cr,"['Cr', 'Te', 'H', 'O']","[1, 1, 1, 1]",-0.9513671274999993,-68.86251301,4
Te-OH-Fe,"['Fe', 'Te', 'H', 'O']","[1, 1, 1, 1]",-0.6146572150000011,-67.23597336,4
Te-OH-Ga,"['Ga', 'Te', 'H', 'O']","[1, 1, 1, 1]",-0.4993941124999992,-65.00542095,4
Te-OH-Gd,"['Gd', 'Te', 'H', 'O']","[1, 1, 1, 1]",-1.6370476674999992,-112.08503517,4
Te-OH-In,"['In', 'Te', 'H', 'O']","[1, 1, 1, 1]",-0.6447135175000014,-82.54669857,4
Te-OH-Ir,"['Te', 'H', 'Ir', 'O']","[1, 1, 1, 1]",-0.46994897249999923,-119.76284039,4
Te-OH-La,"['La', 'Te', 'H', 'O']","[1, 1, 1, 1]",-1.701025317500001,-96.60974577,4
Te-OH-Lu,"['Lu', 'Te', 'H', 'O']","[1, 1, 1, 1]",-1.57761889,-108.33572006,4
Te-OH-Nd,"['Nd', 'Te', 'H', 'O']","[1, 1, 1, 1]",-1.6286012224999986,-96.75434939,4
Te-OH-Rh,"['Te', 'H', 'Rh', 'O']","[1, 1, 1, 1]",-0.6995547250000023,-83.2017634,4
Te-OH-Ru,"['Te', 'H', 'Ru', 'O']","[1, 1, 1, 1]",-0.39863615750000037,-83.07098913,4
Te-OH-Sc,"['Sc', 'Te', 'H', 'O']","[1, 1, 1, 1]",-1.5327165450000013,-67.01201068,4
Te-OH-Sm,"['Sm', 'Te', 'H', 'O']","[1, 1, 1, 1]",-1.6117858474999984,-97.56748789,4
Te-OH-Y,"['Y', 'Te', 'H', 'O']","[1, 1, 1, 1]",-1.629780607499999,-81.01526693,4
Br-Br-Ba,"['Ba', 'Br']","[1, 2]",-2.493552243333331,-85.32260373,3
Br-Br-Be,"['Be', 'Br']","[1, 2]",-1.0010756699999988,-45.66107401,3
Br-Br-Ca,"['Ca', 'Br']","[1, 2]",-2.408886073333335,-55.14710522,3
Br-Br-Cd,"['Cd', 'Br']","[1, 2]",-1.124880760000001,-72.07608928,3
Br-Br-Co,"['Co', 'Br']","[1, 2]",-0.5926974900000014,-57.28743947,3
Br-Br-Cu,"['Cu', 'Br']","[1, 2]",-0.4449740766666679,-54.79826923,3
Br-Br-Fe,"['Fe', 'Br']","[1, 2]",-0.5712080900000013,-58.12087127,3
Br-Br-Mg,"['Mg', 'Br']","[1, 2]",-1.8199307400000013,-48.74463922,3
Br-Br-Mn,"['Mn', 'Br']","[1, 2]",-1.3508944500000009,-60.44223035,3
Br-Br-Ni,"['Ni', 'Br']","[1, 2]",-0.8670527033333334,-57.07930511,3
Br-Br-Pb,"['Pb', 'Br']","[1, 2]",-1.0722466933333312,-117.24998708,3
Br-Br-Pd,"['Pd', 'Br']","[1, 2]",-0.4666610833333351,-72.49003025,3
Br-Br-Pt,"['Pt', 'Br']","[1, 2]",-0.12649544999999782,-108.89053335,3
Br-Br-Sr,"['Sr', 'Br']","[1, 2]",-2.4751572333333343,-67.9920187,3
Br-Br-Zn,"['Zn', 'Br']","[1, 2]",-1.0421291700000002,-54.89983451,3
Cl-Cl-Ba,"['Ba', 'Cl']","[1, 2]",-2.747063220000001,-63.51755266,3
Cl-Cl-Be,"['Be', 'Cl']","[1, 2]",-1.3815169733333323,-24.23681392,3
Cl-Cl-Ca,"['Ca', 'Cl']","[1, 2]",-2.700026053333332,-33.45494116,3
Cl-Cl-Cd,"['Cd', 'Cl']","[1, 2]",-1.316909493333334,-50.08659148,3
Cl-Cl-Co,"['Co', 'Cl']","[1, 2]",-0.8243752700000021,-35.41688881,3
Cl-Cl-Cu,"['Cu', 'Cl']","[1, 2]",-0.631530976666666,-32.79235593,3
Cl-Cl-Fe,"['Fe', 'Cl']","[1, 2]",-0.8690234366666681,-36.44873331,3
Cl-Cl-Mg,"['Mg', 'Cl']","[1, 2]",-2.1573382733333326,-27.19127782,3
Cl-Cl-Mn,"['Mn', 'Cl']","[1, 2]",-1.6005193200000012,-38.62552096,3
Cl-Cl-Ni,"['Ni', 'Cl']","[1, 2]",-1.1300733266666683,-35.30278298,3
Cl-Cl-Pb,"['Pb', 'Cl']","[1, 2]",-1.2318973999999987,-95.1633552,3
Cl-Cl-Pd,"['Pd', 'Cl']","[1, 2]",-0.5996701400000006,-50.32347342,3
Cl-Cl-Pt,"['Pt', 'Cl']","[1, 2]",-0.19750055666666336,-86.53796467,3
Cl-Cl-Sr,"['Sr', 'Cl']","[1, 2]",-2.7502982333333343,-46.2518577,3
Cl-Cl-Zn,"['Zn', 'Cl']","[1, 2]",-1.2965971466666666,-33.09765444,3
CN-CN-Ba,"['Ba', 'C', 'N']","[1, 2, 2]",-0.13102874599999836,-78.94709273,5
CN-CN-Be,"['Be', 'C', 'N']","[1, 2, 2]",0.7665758260000004,-39.27496987,5
CN-CN-Ca,"['Ca', 'C', 'N']","[1, 2, 2]",-0.04353120399999995,-48.58810502,5
CN-CN-Cd,"['Cd', 'C', 'N']","[1, 2, 2]",0.7380999940000009,-65.46094903,5
CN-CN-Co,"['Co', 'C', 'N']","[1, 2, 2]",0.8846393660000004,-51.53615217,5
CN-CN-Cu,"['Cu', 'C', 'N']","[1, 2, 2]",1.0280193079999989,-48.77325246,5
CN-CN-Fe,"['Fe', 'C', 'N']","[1, 2, 2]",0.8333865619999997,-52.69031619,5
CN-CN-Mg,"['Mg', 'C', 'N']","[1, 2, 2]",0.2926188719999999,-42.27175464,5
CN-CN-Mn,"['Mn', 'C', 'N']","[1, 2, 2]",0.7066928720000007,-53.30608464,5
CN-CN-Ni,"['Ni', 'C', 'N']","[1, 2, 2]",0.9228661660000015,-50.31381817,5
CN-CN-Pb,"['Pb', 'C', 'N']","[1, 2, 2]",0.7613786000000005,-110.676356,5
CN-CN-Pd,"['Pd', 'C', 'N']","[1, 2, 2]",0.9133168740000002,-66.97346463,5
CN-CN-Pt,"['Pt', 'C', 'N']","[1, 2, 2]",0.9778833859999991,-104.07163207,5
CN-CN-Sr,"['Sr', 'C', 'N']","[1, 2, 2]",-0.10096420600000044,-61.52137003,5
CN-CN-Zn,"['Zn', 'C', 'N']","[1, 2, 2]",0.7554340600000004,-48.4462787,5
F-F-Ba,"['Ba', 'F']","[1, 2]",-3.86411582,-58.10003666,3
F-F-Be,"['Be', 'F']","[1, 2]",-3.1865983866666667,-20.88338436,3
F-F-Ca,"['Ca', 'F']","[1, 2]",-4.035629393333333,-28.69307738,3
F-F-Cd,"['Cd', 'F']","[1, 2]",-2.2858098700000014,-44.22461881,3
F-F-Co,"['Co', 'F']","[1, 2]",-2.179490040000001,-30.71355932,3
F-F-Cu,"['Cu', 'F']","[1, 2]",-1.6276481766666653,-27.01203373,3
F-F-Fe,"['Fe', 'F']","[1, 2]",-2.169796480000001,-31.58237864,3
F-F-Mg,"['Mg', 'F']","[1, 2]",-3.6946548233333334,-23.03455367,3
F-F-Mn,"['Mn', 'F']","[1, 2]",-2.6246839233333326,-32.92934097,3
F-F-Ni,"['Ni', 'F']","[1, 2]",-2.2081496033333337,-29.76833801,3
F-F-Pb,"['Pb', 'F']","[1, 2]",-2.262147170000001,-89.48543071,3
F-F-Pd,"['Pd', 'F']","[1, 2]",-1.2927925166666654,-43.63416675,3
F-F-Pt,"['Pt', 'F']","[1, 2]",-0.5576377233333337,-78.84970237,3
F-F-Sr,"['Sr', 'F']","[1, 2]",-3.9964955966666658,-41.22177599,3
F-F-Zn,"['Zn', 'F']","[1, 2]",-2.428196,-27.7237772,3
I-I-Ba,"['Ba', 'I']","[1, 2]",-1.9441589300000004,-118.71798179,3
I-I-Be,"['Be', 'I']","[1, 2]",-0.34637982333333167,-78.74054447,3
I-I-Ca,"['Ca', 'I']","[1, 2]",-1.8129115733333332,-88.40273972,3
I-I-Cd,"['Cd', 'I']","[1, 2]",-0.6496440233333326,-105.69393707,3
I-I-Co,"['Co', 'I']","[1, 2]",-0.1517330499999948,-91.00810415,3
I-I-Cu,"['Cu', 'I']","[1, 2]",-0.03277683333333433,-88.6052355,3
I-I-Fe,"['Fe', 'I']","[1, 2]",-0.06831970666666602,-91.65576412,3
I-I-Mg,"['Mg', 'I']","[1, 2]",-1.183401059999999,-81.87860818,3
I-I-Mn,"['Mn', 'I']","[1, 2]",-0.8124796033333297,-93.87054381,3
I-I-Ni,"['Ni', 'I']","[1, 2]",-0.346231796666667,-90.56040039,3
I-I-Pb,"['Pb', 'I']","[1, 2]",-0.6555043599999996,-151.04331808,3
I-I-Pd,"['Pd', 'I']","[1, 2]",-0.15278373999999909,-106.59195622,3
I-I-Pt,"['Pt', 'I']","[1, 2]",0.06681862000000176,-143.35414914,3
I-I-Sr,"['Sr', 'I']","[1, 2]",-1.9020053366666663,-101.31612101,3
I-I-Zn,"['Zn', 'I']","[1, 2]",-0.5031786766666642,-88.32654103,3
NC-NC-Ba,"['Ba', 'C', 'N']","[1, 2, 2]",-0.23781997199999977,-79.48104886,5
NC-NC-Be,"['Be', 'C', 'N']","[1, 2, 2]",0.5628852300000006,-40.29342285,5
NC-NC-Ca,"['Ca', 'C', 'N']","[1, 2, 2]",-0.21314509799999967,-49.43617449,5
NC-NC-Cd,"['Cd', 'C', 'N']","[1, 2, 2]",0.675646875999999,-65.77321462,5
NC-NC-Co,"['Co', 'C', 'N']","[1, 2, 2]",0.8189350420000011,-51.86467379,5
NC-NC-Cu,"['Cu', 'C', 'N']","[1, 2, 2]",1.0640171699999996,-48.59326315,5
NC-NC-Fe,"['Fe', 'C', 'N']","[1, 2, 2]",0.7928373959999988,-52.89306202,5
NC-NC-Mg,"['Mg', 'C', 'N']","[1, 2, 2]",0.09024955599999913,-43.28360122,5
NC-NC-Mn,"['Mn', 'C', 'N']","[1, 2, 2]",0.4888544440000004,-54.39527678,5
NC-NC-Ni,"['Ni', 'C', 'N']","[1, 2, 2]",0.7697661920000016,-51.07931804,5
NC-NC-Pb,"['Pb', 'C', 'N']","[1, 2, 2]",0.7326906860000009,-110.81979557,5
NC-NC-Pd,"['Pd', 'C', 'N']","[1, 2, 2]",1.2178595540000003,-65.45075123,5
NC-NC-Pt,"['Pt', 'C', 'N']","[1, 2, 2]",1.4298902279999992,-101.81159786,5
NC-NC-Sr,"['Sr', 'C', 'N']","[1, 2, 2]",-0.238937636,-62.21123718,5
NC-NC-Zn,"['Zn', 'C', 'N']","[1, 2, 2]",0.6724242680000003,-48.86132766,5
NCO-NCO-Ba,"['Ba', 'C', 'N', 'O']","[1, 2, 2, 2]",-1.080459394285715,-98.16675376,7
NCO-NCO-Be,"['Be', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.6932053757142853,-60.27187563,7
NCO-NCO-Ca,"['Ca', 'C', 'N', 'O']","[1, 2, 2, 2]",-1.1457717914285712,-68.70244054,7
NCO-NCO-Cd,"['Cd', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.5514124957142863,-85.32292547,7
NCO-NCO-Co,"['Co', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.48913223857142896,-71.69486367,7
NCO-NCO-Cu,"['Cu', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.29496647285714267,-68.28970331,7
NCO-NCO-Fe,"['Fe', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.5089546471428577,-72.73152053,7
NCO-NCO-Mg,"['Mg', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.9830152400000003,-62.92754468,7
NCO-NCO-Mn,"['Mn', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.7303345185714291,-74.26347963,7
NCO-NCO-Ni,"['Ni', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.5372342057142845,-71.00037744,7
NCO-NCO-Pb,"['Pb', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.46728131714285887,-130.06580722,7
NCO-NCO-Pd,"['Pd', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.25860194428571504,-85.66185161,7
NCO-NCO-Pt,"['Pt', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.07070324000000028,-121.76756068,7
NCO-NCO-Sr,"['Sr', 'C', 'N', 'O']","[1, 2, 2, 2]",-1.1240824557142872,-81.19671519,7
NCO-NCO-Zn,"['Zn', 'C', 'N', 'O']","[1, 2, 2, 2]",-0.5823052242857146,-68.61117457,7
NCS-NCS-Ba,"['Ba', 'C', 'S', 'N']","[1, 2, 2, 2]",-0.4655822162857167,-100.78781514,7
NCS-NCS-Be,"['Be', 'C', 'S', 'N']","[1, 2, 2, 2]",0.15245104371428653,-61.27748232,7
NCS-NCS-Ca,"['Ca', 'C', 'S', 'N']","[1, 2, 2, 2]",-0.4872764062857158,-71.01817447,7
NCS-NCS-Cd,"['Cd', 'C', 'S', 'N']","[1, 2, 2, 2]",0.1319403280000009,-87.46465733,7
NCS-NCS-Co,"['Co', 'C', 'S', 'N']","[1, 2, 2, 2]",0.2997939065714275,-73.09758228,7
NCS-NCS-Cu,"['Cu', 'C', 'S', 'N']","[1, 2, 2, 2]",0.3677015208571431,-70.57622898,7
NCS-NCS-Fe,"['Fe', 'C', 'S', 'N']","[1, 2, 2, 2]",0.23437298942857052,-74.4534287,7
NCS-NCS-Mg,"['Mg', 'C', 'S', 'N']","[1, 2, 2, 2]",-0.25607359342857144,-64.76415478,7
NCS-NCS-Mn,"['Mn', 'C', 'S', 'N']","[1, 2, 2, 2]",0.021968820857141833,-75.92255788,7
NCS-NCS-Ni,"['Ni', 'C', 'S', 'N']","[1, 2, 2, 2]",0.21243273799999787,-72.67791046,7
NCS-NCS-Pb,"['Pb', 'C', 'S', 'N']","[1, 2, 2, 2]",0.16088473657143254,-132.59384647,7
NCS-NCS-Pd,"['Pd', 'C', 'S', 'N']","[1, 2, 2, 2]",0.3966056837142844,-88.00059984,7
